date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:10	53522/53522	---M--	200	added ('OK')	image/png	etag:%22136027e-d112-5b61231a33780%22	https://www.caprin.pe/img/productos/g12-min.png	D:/caprin/capri/www.caprin.pe/img/productos/g12-min.png	(from https://www.caprin.pe/)
19:37:10	47165/47165	---M--	200	added ('OK')	image/png	etag:%22136023f-b83d-5b61231a33780%22	https://www.caprin.pe/img/productos/g13-min.png	D:/caprin/capri/www.caprin.pe/img/productos/g13-min.png	(from https://www.caprin.pe/)
19:37:10	39621/39621	---M--	200	added ('OK')	image/png	etag:%221360234-9ac5-5b61231a33780%22	https://www.caprin.pe/img/productos/g14-min.png	D:/caprin/capri/www.caprin.pe/img/productos/g14-min.png	(from https://www.caprin.pe/)
19:37:11	57292/57292	---M--	200	added ('OK')	image/png	etag:%22136023d-dfcc-5b61231a33780%22	https://www.caprin.pe/img/productos/g15-min.png	D:/caprin/capri/www.caprin.pe/img/productos/g15-min.png	(from https://www.caprin.pe/)
19:37:11	52436/52436	---M--	200	added ('OK')	image/png	etag:%221360236-ccd4-5b61231a33780%22	https://www.caprin.pe/img/productos/g16-min.png	D:/caprin/capri/www.caprin.pe/img/productos/g16-min.png	(from https://www.caprin.pe/)
19:37:11	12904/12904	---M--	200	added ('OK')	image/png	etag:%221360231-3268-5b61231a33780%22	https://www.caprin.pe/img/productos/m1-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m1-min.png	(from https://www.caprin.pe/)
19:37:11	17851/17851	---M--	200	added ('OK')	image/png	etag:%221360278-45bb-5b61231a33780%22	https://www.caprin.pe/img/productos/m2-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m2-min.png	(from https://www.caprin.pe/)
19:37:11	47261/47261	---M--	200	added ('OK')	image/png	etag:%22136023a-b89d-5b61231a33780%22	https://www.caprin.pe/img/productos/m3-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m3-min.png	(from https://www.caprin.pe/)
19:37:12	35651/35651	---M--	200	added ('OK')	image/png	etag:%221360239-8b43-5b61231a33780%22	https://www.caprin.pe/img/productos/m4-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m4-min.png	(from https://www.caprin.pe/)
19:37:12	14914/14914	---M--	200	added ('OK')	image/png	etag:%221360232-3a42-5b61231a33780%22	https://www.caprin.pe/img/productos/m5-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m5-min.png	(from https://www.caprin.pe/)
19:37:12	19647/19647	---M--	200	added ('OK')	image/png	etag:%221360229-4cbf-5b61231c1bc00%22	https://www.caprin.pe/img/productos/m6-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m6-min.png	(from https://www.caprin.pe/)
19:37:12	26486/26486	---M--	200	added ('OK')	image/png	etag:%221360238-6776-5b61231c1bc00%22	https://www.caprin.pe/img/productos/m7-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m7-min.png	(from https://www.caprin.pe/)
19:37:13	20237/20237	---M--	200	added ('OK')	image/png	etag:%221360288-4f0d-5b61231c1bc00%22	https://www.caprin.pe/img/productos/m8-min.png	D:/caprin/capri/www.caprin.pe/img/productos/m8-min.png	(from https://www.caprin.pe/)
